depth,threshold,feature,is_leaf,value
9,0.9795774221420288,3,False,[ 0.  3.  0.  0.  1. 21.  0.  3.  0.  0.]
10,0.9759744107723236,3,False,[0. 3. 0. 0. 1. 1. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 1. 1. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 3. 0. 0. 0. 0. 0. 0. 0. 0.]
10,0.205425925552845,1,False,[ 0.  0.  0.  0.  0. 20.  0.  3.  0.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 5. 0. 2. 0. 0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0. 15.  0.  1.  0.  0.]
9,0.7637290060520172,0,False,[  0.  39.  44.   0.   0.  28.   0.  57. 121.  21.]
10,0.6079278290271759,0,False,[  0.  36.  26.   0.   0.  17.   0.  46. 114.   0.]
11,-2.0,-2,True,[ 0. 19. 14.  0.  0. 12.  0. 18. 22.  0.]
11,-2.0,-2,True,[ 0. 17. 12.  0.  0.  5.  0. 28. 92.  0.]
10,0.8051875829696655,0,False,[ 0.  3. 18.  0.  0. 11.  0. 11.  7. 21.]
11,-2.0,-2,True,[ 0.  0. 17.  0.  0.  0.  0.  0.  0.  0.]
11,-2.0,-2,True,[ 0.  3.  1.  0.  0. 11.  0. 11.  7. 21.]
7,0.4927297383546829,0,False,[ 0. 28. 10.  0.  7. 57.  0. 64. 23.  0.]
8,0.4535965472459793,1,False,[ 0. 17.  2.  0.  6. 22.  0.  6. 18.  0.]
9,0.16704543679952621,2,False,[ 0.  0.  1.  0.  3. 13.  0.  0. 18.  0.]
10,-2.0,-2,True,[ 0.  0.  0.  0.  0. 12.  0.  0.  0.  0.]
10,0.18399153649806976,2,False,[ 0.  0.  1.  0.  3.  1.  0.  0. 18.  0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  3.  0.  0.  0. 18.  0.]
11,-2.0,-2,True,[0. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
9,0.39501453936100006,0,False,[ 0. 17.  1.  0.  3.  9.  0.  6.  0.  0.]
10,0.18399153649806976,2,False,[ 0. 12.  1.  0.  0.  0.  0.  6.  0.  0.]
11,-2.0,-2,True,[ 0. 12.  1.  0.  0.  0.  0.  1.  0.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 5. 0. 0.]
10,0.19242306798696518,2,False,[0. 5. 0. 0. 3. 9. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 3. 9. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 5. 0. 0. 0. 0. 0. 0. 0. 0.]
8,0.6648380160331726,0,False,[ 0. 11.  8.  0.  1. 35.  0. 58.  5.  0.]
9,0.42763155698776245,1,False,[ 0. 10.  8.  0.  1. 22.  0. 53.  5.  0.]
10,0.985911637544632,3,False,[ 0.  7.  6.  0.  1.  7.  0. 42.  0.  0.]
11,-2.0,-2,True,[ 0.  4.  6.  0.  1.  7.  0. 24.  0.  0.]
11,-2.0,-2,True,[ 0.  3.  0.  0.  0.  0.  0. 18.  0.  0.]
10,0.9759744107723236,3,False,[ 0.  3.  2.  0.  0. 15.  0. 11.  5.  0.]
11,-2.0,-2,True,[0. 0. 2. 0. 0. 0. 0. 7. 0. 0.]
11,-2.0,-2,True,[ 0.  3.  0.  0.  0. 15.  0.  4.  5.  0.]
9,0.6966625452041626,0,False,[ 0.  1.  0.  0.  0. 13.  0.  5.  0.  0.]
10,-2.0,-2,True,[ 0.  0.  0.  0.  0. 13.  0.  0.  0.  0.]
10,0.9838904142379761,3,False,[0. 1. 0. 0. 0. 0. 0. 5. 0. 0.]
11,-2.0,-2,True,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 5. 0. 0.]
6,0.7885178625583649,0,False,[ 0. 17. 11.  0.  0. 28.  0. 30. 30. 14.]
7,0.4519769102334976,0,False,[ 0. 17. 11.  0.  0. 28.  0. 26. 30.  0.]
8,0.28271766752004623,1,False,[0. 0. 7. 0. 0. 0. 0. 2. 0. 0.]
9,-2.0,-2,True,[0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
9,-2.0,-2,True,[0. 0. 5. 0. 0. 0. 0. 2. 0. 0.]
8,0.7739840745925903,0,False,[ 0. 17.  4.  0.  0. 28.  0. 24. 30.  0.]
9,0.23628182709217072,1,False,[ 0. 17.  4.  0.  0. 28.  0. 19. 30.  0.]
10,0.7631557285785675,0,False,[ 0.  4.  1.  0.  0. 17.  0. 11.  0.  0.]
11,-2.0,-2,True,[ 0.  2.  1.  0.  0. 17.  0. 11.  0.  0.]
11,-2.0,-2,True,[0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
10,0.31318680942058563,1,False,[ 0. 13.  3.  0.  0. 11.  0.  8. 30.  0.]
11,-2.0,-2,True,[ 0.  0.  2.  0.  0.  2.  0.  2. 23.  0.]
11,-2.0,-2,True,[ 0. 13.  1.  0.  0.  9.  0.  6.  7.  0.]
9,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 5. 0. 0.]
7,0.8172682225704193,0,False,[ 0.  0.  0.  0.  0.  0.  0.  4.  0. 14.]
8,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 14.]
8,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 4. 0. 0.]
3,0.7270126938819885,1,False,[ 90.  63.  23. 803.  34. 111.   0.  35.  29.   0.]
4,0.5323641002178192,0,False,[ 53.  54.  19. 803.  24.  64.   0.  29.  17.   0.]
5,-0.5340558886528015,2,False,[ 35.  14.   7. 803.  13.  45.   0.   5.   0.   0.]
6,-0.9014683067798615,2,False,[ 35.  14.   7. 803.  10.  42.   0.   0.   0.   0.]
7,-0.9710640907287598,2,False,[ 35.  14.   7. 340.   4.  39.   0.   0.   0.   0.]
8,0.2393094189465046,0,False,[  6.  14.   7. 340.   3.  30.   0.   0.   0.   0.]
9,-2.0,-2,True,[0. 0. 7. 0. 0. 0. 0. 0. 0. 0.]
9,0.44950948655605316,0,False,[  6.  14.   0. 340.   3.  30.   0.   0.   0.   0.]
10,-0.017212719190865755,3,False,[  6.   0.   0. 284.   0.  11.   0.   0.   0.   0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 5. 0. 0. 0. 0.]
11,-2.0,-2,True,[  6.   0.   0. 284.   0.   6.   0.   0.   0.   0.]
10,0.7004884779453278,1,False,[ 0. 14.  0. 56.  3. 19.  0.  0.  0.  0.]
11,-2.0,-2,True,[0. 9. 0. 0. 3. 5. 0. 0. 0. 0.]
11,-2.0,-2,True,[ 0.  5.  0. 56.  0. 14.  0.  0.  0.  0.]
8,0.4509173482656479,0,False,[29.  0.  0.  0.  1.  9.  0.  0.  0.  0.]
9,-0.9187412261962891,2,False,[29.  0.  0.  0.  0.  1.  0.  0.  0.  0.]
10,-2.0,-2,True,[29.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
9,-0.940692275762558,2,False,[0. 0. 0. 0. 1. 8. 0. 0. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 8. 0. 0. 0. 0.]
7,0.33515481650829315,0,False,[  0.   0.   0. 463.   6.   3.   0.   0.   0.   0.]
8,-2.0,-2,True,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
8,0.44821274280548096,3,False,[  0.   0.   0. 463.   3.   3.   0.   0.   0.   0.]
9,0.39638809859752655,0,False,[ 0.  0.  0. 41.  0.  3.  0.  0.  0.  0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 3. 0. 0. 0. 0.]
10,-2.0,-2,True,[ 0.  0.  0. 41.  0.  0.  0.  0.  0.  0.]
9,0.47528211772441864,0,False,[  0.   0.   0. 422.   3.   0.   0.   0.   0.   0.]
10,0.657756894826889,1,False,[  0.   0.   0. 380.   1.   0.   0.   0.   0.   0.]
11,-2.0,-2,True,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[  0.   0.   0. 380.   0.   0.   0.   0.   0.   0.]
10,0.6726859211921692,1,False,[ 0.  0.  0. 42.  2.  0.  0.  0.  0.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[ 0.  0.  0. 42.  0.  0.  0.  0.  0.  0.]
6,0.6476453542709351,1,False,[0. 0. 0. 0. 3. 3. 0. 5. 0. 0.]
7,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 5. 0. 0.]
7,0.6796593964099884,1,False,[0. 0. 0. 0. 3. 3. 0. 0. 0. 0.]
8,-2.0,-2,True,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
8,-2.0,-2,True,[0. 0. 0. 0. 0. 3. 0. 0. 0. 0.]
5,0.6504992544651031,1,False,[18. 40. 12.  0. 11. 19.  0. 24. 17.  0.]
6,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0. 17.  0.]
6,-0.36550578474998474,2,False,[18. 40. 12.  0. 11. 19.  0. 24.  0.  0.]
7,0.604605495929718,0,False,[ 0. 38.  6.  0. 10. 16.  0. 18.  0.  0.]
8,0.7107223570346832,1,False,[ 0. 37.  4.  0. 10. 12.  0.  9.  0.  0.]
9,0.6533351242542267,1,False,[ 0. 37.  4.  0.  9.  8.  0.  9.  0.  0.]
10,0.54937843978405,3,False,[0. 3. 0. 0. 0. 6. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 6. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 3. 0. 0. 0. 0. 0. 0. 0. 0.]
10,0.0,3,False,[ 0. 34.  4.  0.  9.  2.  0.  9.  0.  0.]
11,-2.0,-2,True,[0. 0. 2. 0. 0. 0. 0. 2. 0. 0.]
11,-2.0,-2,True,[ 0. 34.  2.  0.  9.  2.  0.  7.  0.  0.]
9,-0.9267760813236237,2,False,[0. 0. 0. 0. 1. 4. 0. 0. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 4. 0. 0. 0. 0.]
8,0.6066910028457642,0,False,[0. 1. 2. 0. 0. 4. 0. 9. 0. 0.]
9,-0.9725416600704193,2,False,[0. 0. 0. 0. 0. 2. 0. 9. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 2. 0. 0. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 9. 0. 0.]
9,0.5759684890508652,3,False,[0. 1. 2. 0. 0. 2. 0. 0. 0. 0.]
10,-2.0,-2,True,[0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
10,0.6111513376235962,0,False,[0. 1. 0. 0. 0. 2. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 2. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
7,0.6680408418178558,1,False,[18.  2.  6.  0.  1.  3.  0.  6.  0.  0.]
8,0.6600556075572968,1,False,[18.  0.  0.  0.  0.  0.  0.  1.  0.  0.]
9,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
9,-2.0,-2,True,[18.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
8,-0.2760867476463318,2,False,[0. 2. 6. 0. 1. 3. 0. 5. 0. 0.]
9,-2.0,-2,True,[0. 0. 0. 0. 0. 3. 0. 0. 0. 0.]
9,-0.055865219328552485,2,False,[0. 2. 6. 0. 1. 0. 0. 5. 0. 0.]
10,-0.2428407296538353,2,False,[0. 2. 2. 0. 1. 0. 0. 5. 0. 0.]
11,-2.0,-2,True,[0. 0. 2. 0. 1. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 2. 0. 0. 0. 0. 0. 5. 0. 0.]
10,-2.0,-2,True,[0. 0. 4. 0. 0. 0. 0. 0. 0. 0.]
4,-0.9937498569488525,2,False,[37.  9.  4.  0. 10. 47.  0.  6. 12.  0.]
5,0.7498235106468201,1,False,[0. 5. 0. 0. 1. 0. 0. 1. 0. 0.]
6,-0.9989260733127594,2,False,[0. 4. 0. 0. 1. 0. 0. 0. 0. 0.]
7,0.7426629662513733,1,False,[0. 2. 0. 0. 1. 0. 0. 0. 0. 0.]
8,-2.0,-2,True,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
8,-2.0,-2,True,[0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
7,-2.0,-2,True,[0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
6,0.7504437267780304,1,False,[0. 1. 0. 0. 0. 0. 0. 1. 0. 0.]
7,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7,-2.0,-2,True,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
5,0.1712360382080078,3,False,[37.  4.  4.  0.  9. 47.  0.  5. 12.  0.]
6,0.7353503704071045,1,False,[10.  0.  0.  0.  0.  3.  0.  0.  0.  0.]
7,-2.0,-2,True,[0. 0. 0. 0. 0. 3. 0. 0. 0. 0.]
7,-2.0,-2,True,[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
6,0.933945506811142,1,False,[27.  4.  4.  0.  9. 44.  0.  5. 12.  0.]
7,0.3922570198774338,0,False,[27.  4.  4.  0.  9. 44.  0.  5.  0.  0.]
8,0.386042058467865,0,False,[ 0.  1.  0.  0.  5. 27.  0.  0.  0.  0.]
9,0.9356323182582855,3,False,[0. 1. 0. 0. 5. 8. 0. 0. 0. 0.]
10,0.7511542439460754,1,False,[0. 0. 0. 0. 5. 5. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 1. 5. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 4. 0. 0. 0. 0. 0.]
10,0.7689215540885925,1,False,[0. 1. 0. 0. 0. 3. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 3. 0. 0. 0. 0.]
9,-2.0,-2,True,[ 0.  0.  0.  0.  0. 19.  0.  0.  0.  0.]
8,0.4327595680952072,3,False,[27.  3.  4.  0.  4. 17.  0.  5.  0.  0.]
9,-0.9191497564315796,2,False,[ 0.  3.  4.  0.  3. 11.  0.  0.  0.  0.]
10,-0.9506495296955109,2,False,[ 0.  3.  1.  0.  2. 11.  0.  0.  0.  0.]
11,-2.0,-2,True,[0. 3. 1. 0. 2. 1. 0. 0. 0. 0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0. 10.  0.  0.  0.  0.]
10,0.7686547935009003,1,False,[0. 0. 3. 0. 1. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 3. 0. 0. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
9,-0.4623651057481766,2,False,[27.  0.  0.  0.  1.  6.  0.  5.  0.  0.]
10,0.6164544522762299,0,False,[27.  0.  0.  0.  0.  2.  0.  3.  0.  0.]
11,-2.0,-2,True,[27.  0.  0.  0.  0.  0.  0.  3.  0.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 2. 0. 0. 0. 0.]
10,0.6237147152423859,0,False,[0. 0. 0. 0. 1. 4. 0. 2. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 1. 0. 0. 2. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 4. 0. 0. 0. 0.]
7,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0. 12.  0.]
