depth,threshold,feature,value,branches
7,,,"[0, 0, 0, 37, 2182, 12, 0, 140, 153, 0, 0, 64, 23, 620, 56, 560, 0, 48, 55, 7]",
7,,,"[162, 0, 0, 15, 0, 21, 121, 100, 339, 0, 0, 62, 39, 1526, 44, 0, 0, 78, 87, 126]",
6,-0.9158558249473572,3,,"[922, 923]"
7,,,"[0, 0, 0, 0, 0, 8, 0, 25, 0, 0, 0, 100, 0, 0, 0, 1513, 0, 62, 73, 0]",
7,,,"[0, 0, 0, 0, 234, 1, 0, 20, 0, 0, 0, 79, 5, 0, 72, 463, 0, 90, 6, 0]",
4,0.6050504744052887,3,,"[925, 932]"
5,0.8187837898731232,0,,"[926, 929]"
6,0.6405720710754395,1,,"[927, 928]"
7,,,"[825, 0, 0, 1087, 187, 2885, 1396, 1084, 522, 1400, 0, 619, 2152, 252, 904, 141, 2799, 647, 291, 1795]",
7,,,"[0, 0, 0, 72, 0, 32, 0, 6, 0, 517, 0, 22, 59, 0, 0, 0, 114, 14, 0, 0]",
6,0.5416228175163269,3,,"[930, 931]"
7,,,"[175, 0, 0, 235, 986, 178, 0, 122, 62, 0, 0, 57, 237, 870, 53, 234, 0, 70, 88, 372]",
7,,,"[0, 0, 0, 33, 178, 11, 0, 10, 0, 0, 0, 15, 69, 0, 0, 152, 259, 13, 17, 52]",
5,0.48617789149284363,1,,"[933, 936]"
6,0.40845467150211334,1,,"[934, 935]"
7,,,"[742, 740, 0, 1554, 523, 935, 515, 1222, 431, 166, 0, 1375, 1667, 250, 821, 687, 1043, 1811, 2419, 1474]",
7,,,"[0, 0, 0, 824, 0, 203, 1313, 125, 41, 245, 0, 142, 235, 0, 122, 0, 0, 163, 186, 185]",
6,0.4806522876024246,0,,"[937, 938]"
7,,,"[160, 354, 0, 87, 0, 141, 102, 71, 0, 381, 0, 56, 70, 0, 0, 0, 0, 110, 91, 0]",
7,,,"[134, 1435, 0, 42, 0, 103, 0, 27, 0, 95, 0, 57, 74, 0, 0, 0, 98, 75, 48, 17]",
3,-0.9956719875335693,2,,"[940, 941]"
4,,,"[0, 0, 369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
4,0.8797326982021332,1,,"[942, 949]"
5,-0.5542913377285004,3,,"[943, 946]"
6,-0.7012527883052826,2,,"[944, 945]"
7,,,"[0, 0, 276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 188, 0, 73, 42, 175, 3, 0, 0, 0, 0, 0, 0, 0, 0]",
6,-0.8815253376960754,2,,"[947, 948]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 382, 6, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
5,-0.0644988901913166,2,,"[950, 953]"
6,0.6897555887699127,0,,"[951, 952]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 547, 0, 0, 0, 0, 0, 0, 4, 6, 0]",
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]",
